,mean_reward,std_reward,mean_length,mean_leverage,std_leverage,mean_value,mean_coverage,default_rate,episode_rewards
PPO,747.5239109560847,1847.4665431571648,130.7,0.48825496,0.008437049,13400.872,18.33549407256974,0.0,"[-57.147038996219635, 231.31384752690792, -76.34914952516556, 596.5926339626312, 6250.070722743869, 417.5846481323242, 239.46468152105808, -29.12483298778534, -43.62388998270035, -53.54251283407211]"
target_leverage,448.81567492876303,491.6726729416246,,0.2882890285456387,,13909.0,,,
pecking_order,103.62136339654046,273.43007622690715,,0.4844889151818011,,11160.0,,,
market_timing,-50.58167459027933,9.880126491055142,,0.6407028200605275,,2338.8083218543375,,,
dynamic_tradeoff,427.21601810171416,382.8908914164236,,0.3148338045129235,,14328.416666666857,,,
